row;NCIt Code;NCIt PT;NCIt Definition;CTCAE PT;CTCAE 5.0 Definition;MedDRA Term;MedDRA Code;MedDRA TermType;MedDRA Version
2555;C56043;Grade 3 Chest Wall Pain, CTCAE;"Severe pain; limiting self care ADL";Grade 3 Chest wall pain;"Severe pain; limiting self care ADL";Chest wall pain;10008496;LLT;20,1
2556;C146749;Exostosis, CTCAE 5.0;A disorder characterized by non-neoplastic overgrowth of bone.;Exostosis;A disorder characterized by non-neoplastic overgrowth of bone.;Exostosis;10015688;LLT;20,1
2557;C58215;Grade 1 Exostosis, CTCAE;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Grade 1 Exostosis;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Exostosis;10015688;LLT;20,1
2558;C58246;Grade 2 Exostosis, CTCAE;"Symptomatic; limiting instrumental ADL";Grade 2 Exostosis;"Symptomatic; limiting instrumental ADL";Exostosis;10015688;LLT;20,1
2559;C58283;Grade 3 Exostosis, CTCAE;"Severe symptoms; limiting self care ADL; elective operative intervention indicated";Grade 3 Exostosis;"Severe symptoms; limiting self care ADL; elective operative intervention indicated";Exostosis;10015688;LLT;20,1
2560;C143487;Fibrosis Deep Connective Tissue, CTCAE;A disorder characterized by fibrotic degeneration of the deep connective tissues.;Fibrosis deep connective tissue;A disorder characterized by fibrotic degeneration of the deep connective tissues.;Fibrosis deep connective tissue;10065799;LLT;20,1
2561;C144106;Grade 1 Fibrosis Deep Connective Tissue, CTCAE;Mild induration, able to move skin parallel to plane (sliding) and perpendicular to skin (pinching up);Grade 1 Fibrosis deep connective tissue;Mild induration, able to move skin parallel to plane (sliding) and perpendicular to skin (pinching up);Fibrosis deep connective tissue;10065799;LLT;20,1
2562;C144667;Grade 2 Fibrosis Deep Connective Tissue, CTCAE;"Moderate induration, able to slide skin, unable to pinch skin; limiting instrumental ADL";Grade 2 Fibrosis deep connective tissue;"Moderate induration, able to slide skin, unable to pinch skin; limiting instrumental ADL";Fibrosis deep connective tissue;10065799;LLT;20,1
2563;C145287;Grade 3 Fibrosis Deep Connective Tissue, CTCAE;"Severe induration; unable to slide or pinch skin; limiting joint or orifice movement (e.g., mouth, anus); limiting self care ADL";Grade 3 Fibrosis deep connective tissue;"Severe induration; unable to slide or pinch skin; limiting joint or orifice movement (e.g., mouth, anus); limiting self care ADL";Fibrosis deep connective tissue;10065799;LLT;20,1
2564;C145860;Grade 4 Fibrosis Deep Connective Tissue, CTCAE;"Generalized; associated with signs or symptoms of impaired breathing or feeding";Grade 4 Fibrosis deep connective tissue;"Generalized; associated with signs or symptoms of impaired breathing or feeding";Fibrosis deep connective tissue;10065799;LLT;20,1
2565;C146314;Grade 5 Fibrosis Deep Connective Tissue, CTCAE;Death;Grade 5 Fibrosis deep connective tissue;Death;Fibrosis deep connective tissue;10065799;LLT;20,1
2566;C143488;Flank Pain, CTCAE;A disorder characterized by a sensation of marked discomfort on the lateral side of the body in the region below the ribs and above the hip.;Flank pain;A disorder characterized by a sensation of marked discomfort on the lateral side of the body in the region below the ribs and above the hip.;Flank pain;10016750;LLT;20,1
2567;C144107;Grade 1 Flank Pain, CTCAE;Mild pain;Grade 1 Flank pain;Mild pain;Flank pain;10016750;LLT;20,1
2568;C144668;Grade 2 Flank Pain, CTCAE;"Moderate pain; limiting instrumental ADL";Grade 2 Flank pain;"Moderate pain; limiting instrumental ADL";Flank pain;10016750;LLT;20,1
2569;C145288;Grade 3 Flank Pain, CTCAE;"Severe pain; limiting self care ADL";Grade 3 Flank pain;"Severe pain; limiting self care ADL";Flank pain;10016750;LLT;20,1
2570;C143514;Generalized Muscle Weakness, CTCAE;A disorder characterized by a reduction in the strength of muscles in multiple anatomic sites.;Generalized muscle weakness;A disorder characterized by a reduction in the strength of muscles in multiple anatomic sites.;Generalized muscle weakness;10062572;LLT;20,1
2571;C144127;Grade 1 Generalized Muscle Weakness, CTCAE;"Symptomatic; perceived by patient but not evident on physical exam";Grade 1 Generalized muscle weakness;"Symptomatic; perceived by patient but not evident on physical exam";Generalized muscle weakness;10062572;LLT;20,1
2572;C144692;Grade 2 Generalized Muscle Weakness, CTCAE;"Symptomatic; evident on physical exam; limiting instrumental ADL";Grade 2 Generalized muscle weakness;"Symptomatic; evident on physical exam; limiting instrumental ADL";Generalized muscle weakness;10062572;LLT;20,1
2573;C145314;Grade 3 Generalized Muscle Weakness, CTCAE;Limiting self care ADL;Grade 3 Generalized muscle weakness;Limiting self care ADL;Generalized muscle weakness;10062572;LLT;20,1
2574;C143522;Growth Suppression, CTCAE;A disorder characterized by stature that is smaller than normal as expected for age.;Growth suppression;A disorder characterized by stature that is smaller than normal as expected for age.;Growth suppression;10018761;LLT;20,1
2575;C144135;Grade 1 Growth Suppression, CTCAE;Reduction in growth velocity by 10-29% ideally measured over the period of a year;Grade 1 Growth suppression;Reduction in growth velocity by 10-29% ideally measured over the period of a year;Growth suppression;10018761;LLT;20,1
2576;C144700;Grade 2 Growth Suppression, CTCAE;Reduction in growth velocity by 30-49% ideally measured over the period of a year or 0-49% reduction in growth from the baseline growth curve;Grade 2 Growth suppression;Reduction in growth velocity by 30-49% ideally measured over the period of a year or 0-49% reduction in growth from the baseline growth curve;Growth suppression;10018761;LLT;20,1
2577;C145320;Grade 3 Growth Suppression, CTCAE;Reduction in growth velocity of >=50% ideally measured over the period of a year;Grade 3 Growth suppression;Reduction in growth velocity of >=50% ideally measured over the period of a year;Growth suppression;10018761;LLT;20,1
2578;C58383;Head Soft Tissue Necrosis, CTCAE;A disorder characterized by a necrotic process occurring in the soft tissues of the head.;Head soft tissue necrosis;A disorder characterized by a necrotic process occurring in the soft tissues of the head.;Head soft tissue necrosis;10065779;LLT;20,1
2579;C58252;Grade 2 Head Soft Tissue Necrosis, CTCAE;"Local wound care; medical intervention indicated (e.g., dressings or topical medications)";Grade 2 Head soft tissue necrosis;"Local wound care; medical intervention indicated (e.g., dressings or topical medications)";Head soft tissue necrosis;10065779;LLT;20,1
2580;C58289;Grade 3 Head Soft Tissue Necrosis, CTCAE;Operative debridement or other invasive intervention indicated (e.g., tissue reconstruction, flap, or grafting);Grade 3 Head soft tissue necrosis;Operative debridement or other invasive intervention indicated (e.g., tissue reconstruction, flap, or grafting);Head soft tissue necrosis;10065779;LLT;20,1
2581;C58324;Grade 4 Head Soft Tissue Necrosis, CTCAE;"Life-threatening consequences; urgent intervention indicated";Grade 4 Head soft tissue necrosis;"Life-threatening consequences; urgent intervention indicated";Head soft tissue necrosis;10065779;LLT;20,1
2582;C58356;Grade 5 Head Soft Tissue Necrosis, CTCAE;Death;Grade 5 Head soft tissue necrosis;Death;Head soft tissue necrosis;10065779;LLT;20,1
2583;C146760;Joint Effusion, CTCAE 5.0;A disorder characterized by excessive fluid in a joint, usually as a result of joint inflammation.;Joint effusion;A disorder characterized by excessive fluid in a joint, usually as a result of joint inflammation.;Joint effusion;10023215;LLT;20,1
2584;C58221;Grade 1 Joint Effusion, CTCAE;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Grade 1 Joint effusion;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Joint effusion;10023215;LLT;20,1
2585;C58253;Grade 2 Joint Effusion, CTCAE;"Symptomatic; limiting instrumental ADL";Grade 2 Joint effusion;"Symptomatic; limiting instrumental ADL";Joint effusion;10023215;LLT;20,1
2586;C58290;Grade 3 Joint Effusion, CTCAE;"Severe symptoms; limiting self care ADL; invasive intervention indicated";Grade 3 Joint effusion;"Severe symptoms; limiting self care ADL; invasive intervention indicated";Joint effusion;10023215;LLT;20,1
2587;C143627;Joint Range of Motion Decreased Cervical Spine, CTCAE;A disorder characterized by a decrease in flexibility of a cervical spine joint.;Joint range of motion decreased cervical spine;A disorder characterized by a decrease in flexibility of a cervical spine joint.;Joint range of motion decreased cervical spine;10065796;LLT;20,1
2588;C144229;Grade 1 Joint Range of Motion Decreased Cervical Spine, CTCAE;Mild restriction of rotation or flexion between 60-70 degrees;Grade 1 Joint range of motion decreased cervical spine;Mild restriction of rotation or flexion between 60-70 degrees;Joint range of motion decreased cervical spine;10065796;LLT;20,1
2589;C144799;Grade 2 Joint Range of Motion Decreased Cervical Spine, CTCAE;"Rotation <60 degrees to right or left; <60 degrees of flexion";Grade 2 Joint range of motion decreased cervical spine;"Rotation <60 degrees to right or left; <60 degrees of flexion";Joint range of motion decreased cervical spine;10065796;LLT;20,1
2590;C145421;Grade 3 Joint Range of Motion Decreased Cervical Spine, CTCAE;Ankylosed/fused over multiple segments with no C-spine rotation;Grade 3 Joint range of motion decreased cervical spine;Ankylosed/fused over multiple segments with no C-spine rotation;Joint range of motion decreased cervical spine;10065796;LLT;20,1
2591;C143628;Joint Range of Motion Decreased Lumbar Spine, CTCAE;A disorder characterized by a decrease in flexibility of a lumbar spine joint.;Joint range of motion decreased lumbar spine;A disorder characterized by a decrease in flexibility of a lumbar spine joint.;Joint range of motion decreased lumbar spine;10065800;LLT;20,1
2592;C144230;Grade 1 Joint Range of Motion Decreased Lumbar Spine, CTCAE;"Stiffness; difficulty bending to the floor to pick up a very light object but able to do athletic activity";Grade 1 Joint range of motion decreased lumbar spine;"Stiffness; difficulty bending to the floor to pick up a very light object but able to do athletic activity";Joint range of motion decreased lumbar spine;10065800;LLT;20,1
2593;C144800;Grade 2 Joint Range of Motion Decreased Lumbar Spine, CTCAE;"Pain with range of motion (ROM) in lumbar spine; requires a reaching aid to pick up a very light object from the floor";Grade 2 Joint range of motion decreased lumbar spine;"Pain with range of motion (ROM) in lumbar spine; requires a reaching aid to pick up a very light object from the floor";Joint range of motion decreased lumbar spine;10065800;LLT;20,1
2594;C145422;Grade 3 Joint Range of Motion Decreased Lumbar Spine, CTCAE;"<50% lumbar spine flexion; associated with symptoms of ankylosis or fused over multiple segments with no L-spine flexion (e.g., unable to reach to floor to pick up a very light object)";Grade 3 Joint range of motion decreased lumbar spine;"<50% lumbar spine flexion; associated with symptoms of ankylosis or fused over multiple segments with no L-spine flexion (e.g., unable to reach to floor to pick up a very light object)";Joint range of motion decreased lumbar spine;10065800;LLT;20,1
2595;C143629;Joint Range of Motion Decreased, CTCAE;A disorder characterized by a decrease in joint flexibility of any joint.;Joint range of motion decreased;A disorder characterized by a decrease in joint flexibility of any joint.;Joint range of motion decreased;10048706;LLT;20,1
2596;C144231;Grade 1 Joint Range of Motion Decreased, CTCAE;"<=25% loss of ROM (range of motion); decreased ROM limiting athletic activity";Grade 1 Joint range of motion decreased;"<=25% loss of ROM (range of motion); decreased ROM limiting athletic activity";Joint range of motion decreased;10048706;LLT;20,1
2597;C144801;Grade 2 Joint Range of Motion Decreased, CTCAE;">25-50% decrease in ROM; limiting instrumental ADL";Grade 2 Joint range of motion decreased;">25-50% decrease in ROM; limiting instrumental ADL";Joint range of motion decreased;10048706;LLT;20,1
2598;C145423;Grade 3 Joint Range of Motion Decreased, CTCAE;">50% decrease in ROM; limiting self care ADL";Grade 3 Joint range of motion decreased;">50% decrease in ROM; limiting self care ADL";Joint range of motion decreased;10048706;LLT;20,1
2599;C143633;Kyphosis, CTCAE;A disorder characterized by an abnormal increase in the curvature of the thoracic portion of the spine.;Kyphosis;A disorder characterized by an abnormal increase in the curvature of the thoracic portion of the spine.;Kyphosis;10023509;LLT;20,1
2600;C144233;Grade 1 Kyphosis, CTCAE;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Grade 1 Kyphosis;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Kyphosis;10023509;LLT;20,1
2601;C144804;Grade 2 Kyphosis, CTCAE;"Moderate accentuation; limiting instrumental ADL";Grade 2 Kyphosis;"Moderate accentuation; limiting instrumental ADL";Kyphosis;10023509;LLT;20,1
2602;C145426;Grade 3 Kyphosis, CTCAE;"Severe accentuation; operative intervention indicated; limiting self care ADL";Grade 3 Kyphosis;"Severe accentuation; operative intervention indicated; limiting self care ADL";Kyphosis;10023509;LLT;20,1
2603;C143655;Lordosis, CTCAE;A disorder characterized by an abnormal increase in the curvature of the lumbar portion of the spine.;Lordosis;A disorder characterized by an abnormal increase in the curvature of the lumbar portion of the spine.;Lordosis;10024842;LLT;20,1
2604;C144252;Grade 1 Lordosis, CTCAE;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Grade 1 Lordosis;"Asymptomatic; clinical or diagnostic observations only; intervention not indicated";Lordosis;10024842;LLT;20,1
2605;C144824;Grade 2 Lordosis, CTCAE;"Moderate accentuation; limiting instrumental ADL";Grade 2 Lordosis;"Moderate accentuation; limiting instrumental ADL";Lordosis;10024842;LLT;20,1
2606;C145444;Grade 3 Lordosis, CTCAE;"Severe accentuation; operative intervention indicated; limiting self care ADL";Grade 3 Lordosis;"Severe accentuation; operative intervention indicated; limiting self care ADL";Lordosis;10024842;LLT;20,1
2607;C143224;Muscle Cramp, CTCAE;A disorder characterized by marked cramping sensation originating from a muscle or group of muscles.;Muscle cramp;A disorder characterized by marked cramping sensation originating from a muscle or group of muscles.;Muscle cramp;10028294;LLT;20,1
2608;C144269;Grade 1 Muscle Cramp, CTCAE;Mild pain;Grade 1 Muscle cramp;Mild pain;Muscle cramp;10028294;LLT;20,1
2609;C144846;Grade 2 Muscle Cramp, CTCAE;"Moderate pain; limiting instrumental ADL";Grade 2 Muscle cramp;"Moderate pain; limiting instrumental ADL";Muscle cramp;10028294;LLT;20,1
2610;C145469;Grade 3 Muscle Cramp, CTCAE;"Severe pain; limiting self care ADL";Grade 3 Muscle cramp;"Severe pain; limiting self care ADL";Muscle cramp;10028294;LLT;20,1
2611;C143682;Muscle Weakness Lower Limb, CTCAE;A disorder characterized by a reduction in the strength of the lower limb muscles.;Muscle weakness lower limb;A disorder characterized by a reduction in the strength of the lower limb muscles.;Muscle weakness lower limb;10065776;LLT;20,1
2612;C144271;Grade 1 Muscle Weakness Lower Limb, CTCAE;"Symptomatic; perceived by patient but not evident on physical exam";Grade 1 Muscle weakness lower limb;"Symptomatic; perceived by patient but not evident on physical exam";Muscle weakness lower limb;10065776;LLT;20,1
2613;C144848;Grade 2 Muscle Weakness Lower Limb, CTCAE;"Symptomatic; evident on physical exam; limiting instrumental ADL";Grade 2 Muscle weakness lower limb;"Symptomatic; evident on physical exam; limiting instrumental ADL";Muscle weakness lower limb;10065776;LLT;20,1
2614;C145471;Grade 3 Muscle Weakness Lower Limb, CTCAE;Limiting self care ADL;Grade 3 Muscle weakness lower limb;Limiting self care ADL;Muscle weakness lower limb;10065776;LLT;20,1
2615;C143684;Muscle Weakness Trunk, CTCAE;A disorder characterized by a reduction in the strength of the trunk muscles.;Muscle weakness trunk;A disorder characterized by a reduction in the strength of the trunk muscles.;Muscle weakness trunk;10065795;LLT;20,1
2616;C144273;Grade 1 Muscle Weakness Trunk, CTCAE;"Symptomatic; perceived by patient but not evident on physical exam";Grade 1 Muscle weakness trunk;"Symptomatic; perceived by patient but not evident on physical exam";Muscle weakness trunk;10065795;LLT;20,1
2617;C144850;Grade 2 Muscle Weakness Trunk, CTCAE;"Symptomatic; evident on physical exam; limiting instrumental ADL";Grade 2 Muscle weakness trunk;"Symptomatic; evident on physical exam; limiting instrumental ADL";Muscle weakness trunk;10065795;LLT;20,1
2618;C145473;Grade 3 Muscle Weakness Trunk, CTCAE;Limiting self care ADL;Grade 3 Muscle weakness trunk;Limiting self care ADL;Muscle weakness trunk;10065795;LLT;20,1
2619;C143685;Muscle Weakness Upper Limb, CTCAE;A disorder characterized by a reduction in the strength of the upper limb muscles.;Muscle weakness upper limb;A disorder characterized by a reduction in the strength of the upper limb muscles.;Muscle weakness upper limb;10065895;LLT;20,1
2620;C144274;Grade 1 Muscle Weakness Upper Limb, CTCAE;"Symptomatic; perceived by patient but not evident on physical exam";Grade 1 Muscle weakness upper limb;"Symptomatic; perceived by patient but not evident on physical exam";Muscle weakness upper limb;10065895;LLT;20,1
2621;C144851;Grade 2 Muscle Weakness Upper Limb, CTCAE;"Symptomatic; evident on physical exam; limiting instrumental ADL";Grade 2 Muscle weakness upper limb;"Symptomatic; evident on physical exam; limiting instrumental ADL";Muscle weakness upper limb;10065895;LLT;20,1
2622;C145474;Grade 3 Muscle Weakness Upper Limb, CTCAE;Limiting self care ADL;Grade 3 Muscle weakness upper limb;Limiting self care ADL;Muscle weakness upper limb;10065895;LLT;20,1
