MedDRA Code,MedDRA SOC,CTCAE Term,Grade 1   ,Grade 2   ,Grade 3   ,Grade 4   ,Grade 5   ,Definition,Navigational Note,CTCAE v5.0 Change
10008164,Nervous system disorders,Cerebrospinal fluid leakage,Post-craniotomy: asymptomatic; Post-lumbar puncture: transient headache; postural care indicated,Post-craniotomy: moderate symptoms; medical intervention indicated; Post-lumbar puncture: persistent moderate symptoms; blood patch indicated,Severe symptoms; medical intervention indicated,Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by loss of cerebrospinal fluid into the surrounding tissues.,,
10009845,Nervous system disorders,Cognitive disturbance,Mild cognitive disability; not interfering with work/school/life performance; specialized educational services/devices not indicated,Moderate cognitive disability; interfering with work/school/life performance but capable of independent living; specialized resources on part time basis indicated,Severe cognitive disability; significant impairment of work/school/life performance, -, -,A disorder characterized by a conspicuous change in cognitive function.,,
10010250,Nervous system disorders,Concentration impairment,Mild inattention or decreased level of concentration,Moderate impairment in attention or decreased level of concentration; limiting instrumental ADL,Severe impairment in attention or decreased level of concentration; limiting self care ADL, -, -,A disorder characterized by a deterioration in the ability to concentrate.,,
10012373,Nervous system disorders,Depressed level of consciousness,Decreased level of alertness,Sedation; slow response to stimuli; limiting instrumental ADL,Difficult to arouse,Life-threatening consequences; coma; urgent intervention indicated,Death,A disorder characterized by a decrease in ability to perceive and respond.,,Clarification: Grade 4
10013573,Nervous system disorders,Dizziness,Mild unsteadiness or sensation of movement,Moderate unsteadiness or sensation of movement; limiting instrumental ADL,Severe unsteadiness or sensation of movement; limiting self care ADL, -, -,"A disorder characterized by a disturbing sensation of lightheadedness, unsteadiness, giddiness, spinning or rocking.",,
10013887,Nervous system disorders,Dysarthria,Mild slurred speech,Moderate impairment of articulation or slurred speech,Severe impairment of articulation or slurred speech, -, -,A disorder characterized by slow and slurred speech resulting from an inability to coordinate the muscles used in speech.,,
10062872,Nervous system disorders,Dysesthesia,Mild sensory alteration,Moderate sensory alteration; limiting instrumental ADL,Severe sensory alteration; limiting self care ADL, -, -,"A disorder characterized by distortion of sensory perception, resulting in an abnormal and unpleasant sensation.",,
10013911,Nervous system disorders,Dysgeusia,Altered taste but no change in diet,"Altered taste with change in diet (e.g., oral supplements); noxious or unpleasant taste; loss of taste", -, -, -,A disorder characterized by abnormal sensual experience with the taste of foodstuffs; it can be related to a decrease in the sense of smell.,,
10013951,Nervous system disorders,Dysphasia,Awareness of receptive or expressive characteristics; not impairing ability to communicate,Moderate receptive or expressive characteristics; impairing ability to communicate spontaneously,"Severe receptive or expressive characteristics; impairing ability to read, write or communicate intelligibly", -, -,"A disorder characterized by impairment of verbal communication skills, often resulting from brain damage.",,
10014217,Nervous system disorders,Edema cerebral, -, -,New onset; worsening from baseline,Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by swelling due to an excessive accumulation of fluid in the brain.,,"Addition: Grade 3, 5"
10014625,Nervous system disorders,Encephalopathy,Mild symptoms,Moderate symptoms; limiting instrumental ADL,Severe symptoms; limiting self care ADL,Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by a pathologic process involving the brain.,,
10015832,Nervous system disorders,Extrapyramidal disorder,Mild involuntary movements,Moderate involuntary movements; limiting instrumental ADL,Severe involuntary movements or torticollis; limiting self care ADL,Life-threatening consequences; urgent intervention indicated,Death,"A disorder characterized by abnormal, repetitive, involuntary muscle movements, frenzied speech and extreme restlessness.",Synonym: Restless legs,Addition: Navigational note
10051272,Nervous system disorders,Facial muscle weakness,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,Moderate symptoms; limiting instrumental ADL,Severe symptoms; limiting self care ADL, -, -,A disorder characterized by a reduction in the strength of the facial muscles.,,
10061457,Nervous system disorders,Facial nerve disorder,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,Moderate symptoms; limiting instrumental ADL,Severe symptoms; limiting self care ADL, -, -,A disorder characterized by dysfunction of the facial nerve (seventh cranial nerve).,,Clarification: Definition
10061185,Nervous system disorders,Glossopharyngeal nerve disorder,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,Moderate symptoms; limiting instrumental ADL,Severe symptoms; limiting self care ADL,Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by dysfunction of the glossopharyngeal nerve (ninth cranial nerve).,,Clarification: Definition
10018767,Nervous system disorders,Guillain-Barre syndrome,Mild symptoms,Moderate symptoms; limiting instrumental ADL,Severe symptoms; limiting self care ADL,Life-threatening consequences; urgent intervention indicated; intubation,Death,A disorder characterized by the body's immune system attacking the peripheral nervous system causing ascending paralysis.,,Addition: Term
10019211,Nervous system disorders,Headache,Mild pain,Moderate pain; limiting instrumental ADL,Severe pain; limiting self care ADL, -, -,"A disorder characterized by a sensation of marked discomfort in various parts of the head, not confined to the area of distribution of any nerve.",,
10020508,Nervous system disorders,Hydrocephalus,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,Moderate symptoms; intervention not indicated,Severe symptoms or neurological deficit; intervention indicated,Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by an abnormal increase of cerebrospinal fluid in the ventricles of the brain.,,
10020765,Nervous system disorders,Hypersomnia,Mild increased need for sleep,Moderate increased need for sleep,Severe increased need for sleep, -, -,A disorder characterized by characterized by excessive sleepiness during the daytime.,,
10061212,Nervous system disorders,Hypoglossal nerve disorder,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,Moderate symptoms; limiting instrumental ADL,Severe symptoms; limiting self care ADL, -, -,A disorder characterized by dysfunction of the hypoglossal nerve (twelfth cranial nerve).,,Clarification: Definition
10022763,Nervous system disorders,Intracranial hemorrhage,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,Moderate symptoms; intervention indicated,"Ventriculostomy, ICP monitoring, intraventricular thrombolysis, or invasive intervention indicated; hospitalization",Life-threatening consequences; urgent intervention indicated,Death,A disorder characterized by bleeding from the cranium.,,"Clarification: Grade 2, 3"
10023030,Nervous system disorders,Ischemia cerebrovascular,Asymptomatic; clinical or diagnostic observations only; intervention not indicated,Moderate symptoms, -, -, -,A disorder characterized by a decrease or absence of blood supply to the brain caused by obstruction (thrombosis or embolism) of an artery resulting in neurological damage.,Prior to using this term consider Nervous system disorder: TIA or Stroke,Addition: Navigational note
10024264,Nervous system disorders,Lethargy,Mild symptoms; reduced alertness and awareness,Moderate symptoms; limiting instrumental ADL, -, -, -,A disorder characterized by a decrease in consciousness characterized by mental and physical inertness.,,
10024382,Nervous system disorders,Leukoencephalopathy,Asymptomatic; small focal T2/FLAIR hyperintensities; involving periventricular white matter or <1/3 of susceptible areas of cerebrum +/- mild increase in subarachnoid space (SAS) and/or mild ventriculomegaly,"Moderate symptoms; focal T2/FLAIR hyperintensities, involving periventricular white matter extending into centrum semiovale or involving 1/3 to 2/3 of susceptible areas of cerebrum +/- moderate increase in SAS and/or moderate ventriculomegaly","Severe symptoms; extensive T2/FLAIR hyperintensities, involving periventricular white matter involving 2/3 or more of susceptible areas of cerebrum +/- moderate to severe increase in SAS and/or moderate to severe ventriculomegaly","Life-threatening consequences; extensive T2/FLAIR hyperintensities, involving periventricular white matter involving most of susceptible areas of cerebrum +/- moderate to severe increase in SAS and/or moderate to severe ventriculomegaly",Death,A disorder characterized by diffuse reactive astrocytosis with multiple areas of necrotic foci without inflammation.,,
10027175,Nervous system disorders,Memory impairment,Mild memory impairment,Moderate memory impairment; limiting instrumental ADL,Severe memory impairment; limiting self care ADL, -, -,A disorder characterized by a deterioration in memory function.,,
10027198,Nervous system disorders,Meningismus,Mild symptoms,Moderate symptoms; limiting instrumental ADL,Severe symptoms; limiting self care ADL,Life-threatening consequences; urgent intervention indicated,Death,"A disorder characterized by neck stiffness, headache, and photophobia resulting from irritation of the cerebral meninges.",,
